desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,superficie,colonia,descripcion,mts_const,mts,colloc,precio_m2
,lote  terreno en venta en temozon norte,lamudi,temozon norte,,,2024-03-20 06:58:20.871908,21.063482,-89.611038,2336197.0,,temozon norte,"privada en temozon
exclusiva privada en el norte de la ciudad de merida en una zona de alto crecimiento y gran plusvalia formada por 49 lotes residenciales totalmente urbanizados dentro de un esquema de regimen de condominio. 
servicios
. iluminacion escenica
. red de agua potable
. red electrica
. servicios de telefonia
seguridad
. barda perimetral
. senalamiento en las calles
. acceso controlado 247
. oficinas administrativas dentro de la privada
amenidades
 3000 m de areas verdes
 area infantil con juegos
 parque recreativo
 cancha de usos multiples
 circuito de carrera
 gimnasio
 canal de nado
area de yoga
 salon de eventos
 terraza techada
exclusivos lotes 
6825 x m2
lote 1 cotizado de la publicacion 
10.08 frente x 34.18 fondo  342.30m2 total
30 de anticipo y el resto contra entrega
 precios y disponibilidad sujetos a cambios sin previo aviso. easybroker id ebju0701",342.0,,temozon norte,
,lote  terreno en venta en cholul,lamudi,cholul,,,2024-03-20 06:58:20.871908,21.042486,-89.556838,2255995.0,,cholul,"conjunto de 34 lotes de inversion colocados en una de las mejores zonas de la ciudad. 

invierte en una ubicacion privilegiada rodeada de varias zonas de interes

5 min de altabrisa
5 min del hospital el faro
20 min del centro de merida
30 min de puerto progreso

caracteristicas

ubicacion sobre avenida principal
calles pavimentadas
banquetas
levantamientos topograficos utm
delimitacion por mojoneras
energia electrica a baja tension
dentro de zona residencial
areas educativas cercanas
alumbrado publico
vegetacion en camellones
drenaje pluvial

lote 072  avenida cumbres 2  corresponde  a la publicacion.

entrega diciembre 2023 

plan constructor
30 de enganche comienza a construir y saldo en el mes 12 con precio de contado
entrega luz 60 dias

precio contado  3500.00m2

contamos con financiamiento directo 
precio a 12 meses 3600.00m2
precio a 24meses 3700.00m2
precio a 36meses 3800.00m2

apartado 10000 valido por 7 dias
enganche 10

 disponibilidad y precio sujeto a cambio sin previo aviso . easybroker id ebip4446",644.0,,cholul,
,lote  terreno en venta en merida,lamudi,,,,2024-03-20 06:58:20.871908,21.118452,-89.62904,2288753.0,,,"terreno  residencial en venta en privada silvestre en  xcunya al norte de la ciudad de merida. 

magnificos terrenos habitacionales en privada residencial de lujo al norte de la ciudad de merida  que ofrecen un retorno seguro a lo mas valioso de la vida la naturaleza y la familia. 

construye el hogar que tu y tu familia merecen gozando de todas la amenidades de silvestre.

el desarrollo se encuentra ubicado en los limites de la ciudad cerca de muchos desarrollos residenciales privados y vialidades que conectan eficientemente la tranquilidad con la vida cotidiana. a un costado de la carretera meridaprogreso y muy cerca de la universidad anahuac y  el colegio madison tiendas de autoservicio farmacias gasolineras centros y plazas comerciales.

fecha de entrega junio 2025

225 lotes residenciales con vistas a jardines  desde 400m2
areas verdes por toda el desarrollo
parque central de 8000 m2
casa club de 2000 m2
parque en esquina de 2000 m2
fuentes
barda perimetral con seguridad y vigilancia 247
proyecto con nivel alzado con manejo de desague pluvial
proyecto de interiorismo en casa club disenado por el renombrado arq. henry ponce

planes de financiamiento hasta  23 meses
manejamos descuentos en base al monto de enganche
 pagos con recurso propio o credito bancario

algunas de las amenidades con las que contara la casa club
 2 lineas de boliche
 2 canchas de padel
 1 cancha de usos multiples
gran gimnasio equipado con banos para hombres y mujeres lockers
magnifica alberca con area para ninos y adultos
canal de nado
kids club
juniors club
terraza bar con serviciosalon de usos
coworking
salon de usos multiples capacidad 100 personas
y muchas mas que no se enlistan...

para efectos de este anuncio cotizamos el lote 73 de 423.84 m2  el precio por m2 es de  5400. pesos mxn sujeto a disponibilidad.

 apartado 50000. pesos mxn
 anticipo 20 a la firma
 60 en 32 mensualidades
 20 contra entrega

pregunta por planes de financiamiento a la medida de tus necesidades

 se cuenta con 15 dias naturales a partir de la fecha de recepcion del apartado para concretar la firma de la promesa de compra. en caso de cancelacion el apartado es 100 reembolsable.

informes claudia magana al 999 163 

la informacion contenida en los anuncios de venta y renta proviene de fuente confiable sin embargo esta sujeta a errores omisiones y puede sufrir cambios de disponibilidad y precio u otras condiciones. las imagenes pueden haber sido mejoradas de manera digital mostrarse como renderizadas o con mobiliario y decoracion puramente a manera ilustrativa y que no reflejen fielmente la condicion actual de la propiedad. las partes interesadas deberan confirmar las condiciones en persona previa cita con uno de nuestros asesores certificados. easybroker id ebom4504",423.0,,,
,lote  terreno en venta en merida,lamudi,,,,2024-03-20 06:58:20.871908,21.121757,-89.6851467,1799000.0,,,"te presentamos un terreno en esquina entre dos avenidas principales del desarrollo.
muy bien ubicado.
el terreno es perfecto para construir tu residencia se encuentra en esquina y enfrente a la rotonda.

ademas de su ubicacion privilegiada este terreno esta cerca de escuelas parques centros comerciales lo que agrega conveniencia a tu vida diaria. los servicios esenciales como agua por pozo electricidad estan disponibles en el area lo que facilita el proceso de construccion.

787 m de terreno
te comentamos que el terreno en ambos lados ya tiene bardas y vecinos.

privada con amenidades como areas comunes parques y vigilancia las 24 horas.
cuenta con parque principal para usos multiples en su interior y con piscina semi olimpica amplias areas verdes.
vigilancia las 24 horas
canchas de tenis.
cancha de basquetbol.
cancha de futbol.
costo del mantenimiento es de 1100 mensual.
hay un reglamento del condominio.
120168 m2 de superficie de areas comunes.
4 parques.
areas de vialidades es de 120168.
areas verdes con una superficie de 72533 m2 de superficie.",787.0,,,
,lote  terreno en venta en merida,lamudi,,,,2024-03-20 06:58:20.871908,21.075911,-89.607432,4936770.0,,,"venta terreno ideal para desarrollo en esquina
precio por metro cuadrado 3800


precio y disponibilidad pueden cambiar sin previo aviso. easybroker id ebps0555",1.0,,,
,lote  terreno en venta en chablekal,lamudi,chablekal,,,2024-03-20 06:58:20.871908,21.096184,-89.575699,2400000.0,,chablekal,"terreno ubicado en residencial la zona de mayor plusvalia de merida dotado de un urbanismo organico seguridad convivencia y amenidades del mas alto nivel.

orientacion norte sur.

amenidades y servicios
 acceso controlado y seguridad 247
 green park 
 chillout park
 wet park 
 pet park
 casa club 
 salon de usos multiples 
 bar 
 gimnasio 
 ludoteca 
 cancha de padel 
 alberca 
 sauna. easybroker id ebow3581",400.0,,chablekal,
,lote  terreno en venta en aeropuerto,lamudi,,,,2024-03-20 06:58:20.871908,20.94119,-89.651545,7625375.0,,aeropuerto,"lote residencial dentro de la privada puerta mayab con espectacular frente
amenidadescasa club hermosa palapacanchas de tenis canchas de padel cancha de futbol alberca salon al aire libre de usos multiples vestidores jacuzzisaunay mucho mas...
terrenos muy amplios ubicacion privilegiada precio 850m2 x 8026m2 precio total 6822100.00
precio y disponibilidad sujeta a cambio sin previo aviso


        
        

somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",8.0,,aeropuerto,
,lote  terreno en venta en dzitya,lamudi,dzitya,,,2024-03-20 06:58:20.871908,21.062836,-89.655991,1680000.0,,dzitya,"gran oportunidad de inversion en lotes residenciales en una de las mejores ubicaciones al norte de la bella ciudad de merida.

4 lotes disponibles de 12 x 40
total m2 480 m2
disponibles con frente sur 

contaran con

calle pavimentada 
 banquetas
 energia electrica subterranea 
 alumbrado publico 

enganche del 30
hasta 12 mensualidades sin interes
precio  1680000 mn
precio por m2 3500 mn
metros de frente 12
metros de fondo 40
superficie 480m2
financiamiento hasta por 12 meses sin interes 

entrega de lotes  abril  mayo  2024

agenda tu cita. easybroker id ebku1671",480.0,,dzitya,
,lote  terreno en venta en dzitya,lamudi,dzitya,,,2024-03-20 06:58:20.871908,21.062395,-89.662173,1289871.0,,dzitya,"dzitya se caracteriza por tener un alto crecimiento en tierra y vivienda. es una zona garantizada de elevada plusvalia ideal para desarrollar un proyecto inmobiliario para crecer la inversion.

en un radio de 2km encontramos casas de alta gama que haran crecer la tierra.

lote  477.73m2 12.25 x 41.82

japay a pie de lote
luz a 30 metros
mojoneras
calle pavimentada

apartado
20000.00 10 dias
saldo en escritura. easybroker id ebox5707",447.0,,dzitya,
,lote  terreno en venta en fraccionamiento chuburna de hidalgo,lamudi,chuburna de hidalgo,,,2024-03-20 06:58:20.871908,21.011561,-89.634727,2610000.0,,chuburna de hidalgo,"un lugar de encuentros            
        
el cortijo te ofrece en cada uno de sus 105 terrenos residenciales un perfecto telon de fondo para disenar y construir un proyecto de vida en un entorno unico creado para quienes desean disfrutar cada dia de los pequenos grandes momentos en un entorno de lujo. 
a 5 minutos de la universidad del mayab colegio madison yucatan country club preciosas avenidas 20 minutos de la playa y 10 minutos de la ciudad.
amenidadessalon de usos multiplesterrazabarra de serviciobanos y cambiadoresalberca con asoleaderocanal de nadogimnasiocanchas de padeljardinesestacionamiento
este terreno tiene un espectacular frente de 19m x 37m de fondo.
opcion a traspaso de tercero puede aprovechar las facilidades de pago dando el monto ya pagado de aproximadamente 1.8 mdp y saldo con mensualidades de 63406.25
opcion b hacer un unico obtener un excelente precio con  pago de 2610000.00
precio disponibilidad sujeta a cambio sin previo aviso

somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",703.0,,chuburna de hidalgo,
,lote  terreno en venta en fraccionamiento chuburna de hidalgo,lamudi,chuburna de hidalgo,,,2024-03-20 06:58:20.871908,21.010824,-89.638845,703920.0,,chuburna de hidalgo,"puerta de agua es un desarrollo de lotes residenciales que se encuentra situado a menos de 15 minutos de las zonas comerciales mas importantes del norte de la ciudad de merida y a tan solo 10 minutos de las playas de puerto de progreso. este desarrollo cuenta con 507 lotes y nos encontramos al dia de hoy en la ultima etapa llamada puerta real la cual cuenta con 125 y de los cuales se ha vendido el 90            
        un muy facil acceso y con la cercania al puerto de progreso y al norte de la ciudad de merida entregando lotes espaciosos totalmente urbanizados para que usted construya disfrute y viva como siempre ha sonado.debido a su ubicacion y planeacion son una magnifica oportunidad de comenzar a crear o fortalecer su patrimonio en la zona de mayor crecimiento y plusvalia en el norte de la ciudad.cuenta con las siguientes amenidades casa club alberca  lago donde se pueden utilizar kayacs cancha de futbol y basquetbol  caseta de vigilancia y espacios amplios donde puedes salir a correr pasear a tumascota  y montar bicicleta 
el terreno esta ubicado con orientacion surnorte cuenta con un frente de 15 metros con un fondo de 33.52 metros dando un total de 502.80 mts2.
precio por metro cuadrado es de 1400 pesos a tratar

nota tenemos dos terrenos juntos asi que si quieres tener mas frente se  pueden vender juntos cuota de mantenimiento 800precio y disponibilidad sujeta a cambios sin previo aviso  el precio se actualiza de acuerdo a la nom 247 se 2021no incluye gastos de escrituracion ni avaluo


somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",502.0,,chuburna de hidalgo,
,lote  terreno en venta en cholul,lamudi,cholul,,,2024-03-20 06:58:20.871908,21.04273,-89.55576,1050000.0,,cholul,vendo terreno en privada residencial inara mide 234 m2.  barda perimetral a 2 mts de altura caseta de vigilancia calle pavimentada asfaltica banquetas luz a la puerta de lote agua potable con conagua terrenos emparejados y con mojoneras alumbrado en calles poceta con vegetacion de la region cada 2 lotes areas comunes area juegos infantiles area pet friendly pista jogging cancha de futbol terraza barra cajones de estacionamiento gym exterior  jardines,234.0,,cholul,
,lote  terreno en venta en merida,lamudi,,,,2024-03-20 06:58:20.871908,21.17251645,-89.58981346,1750005.0,,,"oportunidad de inversion en misnebalam ii progreso yucatan

le presentamos un terreno espectacular de 3150 metros cuadrados listo para ser suyo ubicado en la prestigiosa zona de misnebalam ii en progreso esta propiedad es el sueno hecho realidad para aquellos que buscan construir su hogar perfecto o desarrollar un proyecto inmobiliario.

este terreno hace 3 anos se valuaba en 600000.00  el  mejor momento para invertir.. fue ayer. invierte hoy y deja crecer tu patrimonio alta plusvalia  zona norte merida

con sus amplias dimensiones este terreno ofrece infinitas posibilidades. imagine construir una residencia de lujo rodeada de exuberante vegetacion creando un oasis de tranquilidad para usted y su familia.
 o si lo prefiere puede aprovechar esta oportunidad para desarrollar un conjunto habitacional aprovechando la creciente demanda de viviendas en esta zona altamente deseada

no espere mas y asegure su futuro hoy mismo

a 8 minutos de progreso
a 2 minutos del autodromo 
a 12 minutos de merida
a 12 minutos de centros comerciales.

3150 metros para desarrollar tu vivienda proyecto residencial o inversion para obtener la plusvalia alta que esta zona esta generando.
30 metros de frente
115 metros de fondo  lado derecho y 95 metros de fondo  lado izquierdo
orientacion norte 

precio  1750000.00

contactame para mas informacion e ir a conocer la zona",3.0,,,
,lote  terreno en venta en fraccionamiento san carlos,lamudi,san carlos,,,2024-03-20 06:58:20.871908,21.01689675,-89.58617505,36536401.0,,san carlos,"atencion inversionistas tenemos la oportunidad perfecta para aquellos que buscan el mejor lugar en merida. 

 un terreno en venta en la vialidad principal de la exclusiva colonia altabrisa en el norte de merida  frente al renombrado hospital star medica y la reconocida plaza altabrisa en la zona residencial mas exclusiva de la ciudad con centros comerciales edificios de servicios medicos hoteles edificios residenciales etc. 

este terreno se encuentra en una zona comercial premium ideal para desarrollar proyectos de alta gama residencial  comercial servicios etc

con su ubicacion privilegiada ofrece una excelente oportunidad para invertir en una de las areas mas solicitadas de la ciudad.

caracteristicas 
frente a avenida  32.07 mts
fondo 64.27 mts 
total  2029.80 

precio 36536400.00 mxn

no dejes pasar esta oportunidad de inversion en un lugar privilegiado. contactanos ahora para obtener mas informacion y concertar una visita al terreno. 
te esperamos para ayudarte a hacer realidad tus proyectos en merida",2.0,,san carlos,
,lote  terreno en venta en lazaro cardenas ote,lamudi,lazaro cardenas ote,,,2024-03-20 06:58:20.871908,20.96737,-89.592586,2265304.0,,lazaro cardenas,"proyecto residencial familiar de lujo con club de golf ubicado en la singular ciudad de merida.

el desarrollo cuenta con 1147 lotes desde 350 m2 hasta 1350 m2.

su casa club estara rodeada y con una increible vista al lago y contara con las siguientes amenidades

 kids  junior club
 business center
 area de yoga
 albercas
 salon de eventos
 restaurantes de autor
 gym
 bar hoyo 10
 snack bar
 campo de golf 9 hoyos par 3
 golf nocturno
 canchas de padel
 canchas de tenis
 canchas de pickleball
 amplios parques
 cancha de basket

el proyecto constara de 4 etapas casa club y area de departamentos.

1ra etapa se entrega a finales de julio 2026
2da etapa se entregara a finales de julio 2027.

lote publicado 8044
tipo de lote no parque
area total 432.31 m2
precio  2038773.96

metodo de pago
apartado 50000 pesos devolutivos
enganche 20
financiamiento hasta 36 meses.
mantenimiento 3800  2 x m2.

precios y disponibilidad sujetos a cambios sin previo aviso.
en conformidad a lo establecido en la nom2472021 el precio total reflejado se ve determinado en funcion de los montos variables de conceptos notariales y de credito dichos deberan ser consultados con los promotores en conformidad a la nom mencionada. easybroker id ebpd0330",432.0,,lazaro cardenas ote,
,lote  terreno en venta en tamanche,lamudi,tamanche,,,2024-03-20 06:58:20.871908,21.139167,-89.641667,5125840.0,,,"1ra. etapa ultimos lotes entrega inmediata

provincia es un exclusivo espacio en la hermosa merida que moderniza el concepto de un club de golf que incorpora ideas nuevas para hacer tu vida familiar mas placentera y divertida.

provincia  es ideal para quienes buscan vivir en un espacio reservado 100 residencial rodeado de areas verdes divertidas amenidades con rasgos de arquitectura contemporanea viviras a todo lujo.

unico campo en merida iluminado 9 hoyos juega a cualquier hora.

ubicacion carretera meridaprogreso enfrente de tamanche con acceso directo desde la carretera.
amenidades
 campo de golf de 9 hoyos par 3
 futgolf
 canchas de paddel
 cancha de futbol
 albercas recreativas
 salon de eventos
 restaurantes
 bar hoyo 19
 kids club
 bussines center
 gym spinning yoga
 pro shop
 banos con sauna y vapor
 amplios parques por privada

lote 302 15.11x40
m2 totales 603.09
precio 5125840 mxn

cuotas de mantenimiento mensual
en la parte del condominio  2.00 x m2 de lo que mida el lote que se adquiera.
en la parte de membresiaaccion familiar de la casa club y campo de golf   3500 cada mes

pago anticipado de fondo en garantia para cuotas de mantenimiento 25000 mn en el momento de la firma de la promesa de compraventa. easybroker id ebnp6081",601.0,,tamanche,
,lote  terreno en venta en fraccionamiento chuburna de hidalgo,lamudi,chuburna de hidalgo,,,2024-03-20 06:58:20.871908,21.010824,-89.638845,714821.0,,chuburna de hidalgo,"puerta de agua es un desarrollo de lotes residenciales que se encuentra situado a menos de 15 minutos de las zonas comerciales mas importantes del norte de la ciudad de merida y a tan solo 10 minutos de las playas de puerto de progreso. este desarrollo cuenta con 507 lotes y nos encontramos al dia de hoy en la ultima etapa llamada puerta real la cual cuenta con 125 y de los cuales se ha vendido el 90
un muy facil acceso y con la cercania al puerto de progreso y al norte de la ciudad de merida entregando lotes espaciosos totalmente urbanizados para que usted construya disfrute y viva como siempre ha sonado.
debido a su ubicacion y planeacion son una magnifica oportunidad de comenzar a crear o fortalecer su patrimonio en la zona de mayor crecimiento y plusvalia en el norte de la ciudad.
cuenta con las siguientes amenidades casa club alberca  lago donde se pueden utilizar kayacs 
cancha de futbol y basquetbol  caseta de vigilancia y espacios amplios donde puedes salir a correr pasear a tu 
mascota  y montar bicicleta 


el terreno esta ubicado en esquina con orientacion surnorte cuenta con un frente aproximado de 15 metros con un fondo de 33 metros dando un total de 492.98 mts2 debido a su forma curva por ser esquina


precio por metro cuadrado es de 1450 pesos a tratar.


nota tenemos dos terrenos juntos asi que si quieres tener mas frente se  pueden vender juntos 
cuota de mantenimiento 800
precio y disponibilidad sujeta a cambios sin previo aviso  
el precio se actualiza de acuerdo a la nom 247 se 2021
no incluye gastos de escrituracion ni avaluo








            
        

        

somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",492.0,,chuburna de hidalgo,
,lote  terreno en venta en tamanche,lamudi,tamanche,,,2024-03-20 06:58:20.871908,21.139167,-89.641667,3115006.0,,,"es el desarrollo mas exclusivo de merida. con 74 lotes residenciales un promedio de 600 m2 cada uno y sumando una superficie total de 10 hectareas. la amplitud de sus espacios su moderno diseno arquitectonico y el acabado de sus interiores han sido concebidos para brindarte la comodidad que merece

fecha de entrega inmediata

servicios

concierge
recolecta de basura
transporte de servicio
biblioteca de objetos

amenidades

juniors club
business center
motor lobby
recepcion
bar  cigar room
cafe restaurant
kids club
piscinas
adultos
ninos
semiolimpica
area de asoleaderos
private bar con terraza
gym
canchas deportivas
padel
tennis
fut 7
basket ball
salon de eventos 200 pax
area de yoga al aire libre
area de banos y vestidores
sauna  vapor
sala de masajes  lockers

precios sujetos a cambio sin previo aviso.
  


somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",537.0,,tamanche,
,lote  terreno en venta en merida,lamudi,,,,2024-03-20 06:58:20.871908,21.07800536,-89.60719856,3000000.0,,,"terreno para inversion.
gran superficie cerca del crecimiento residencial a unos metros de viviendas y nuevos desarrollos en la zona.
el terreno tiene un proyeccion muy buena en crecimiento residencial.
ahora estan construyendo un gran volumen residencial.
la superficie es propiedad privada.
por el momento no hay acceso.
la superficie se entrega marcada con sus puntos topograficos
recuerda es un terreno para inversion a mediano plazo.
precio de oportunidad.",1.0,,,
,lote  terreno en venta en chablekal,lamudi,chablekal,,,2024-03-20 06:58:20.871908,21.096184,-89.575699,1930317.0,,chablekal,"este proyecto nace en el corazon de la zona de mayor plusvalia y exclusividad de merida con el proposito de construir un estilo de vida pleno centrado en el equilibrio la salud y el bienestar. se compone de 124 lotes residenciales desde 375 m2 hasta 650 m2.

se localiza estrategicamente al norte de la ciudad de merida. conocida como zona golf esta area experimenta un auge cosmopolita y es hoy la mas deseada tanto por residentes como por inversionistas.

amenidades
 sauna
 deck para yoga
 gimnasio con vista panoramica
 jardin zen
 cancha de padel
 terraza con asoleadero
 alberca para ninos
 banos y cambiadores
 lounge bar
 juegos infantiles
 jardines
 pet park
 estacionamiento para invitados
 portico de entrada con caseta de control de acceso y vigilancia.
 barda perimetral electrificada.
 amplias avenidas y calles.
 servicios subterraneos.
 wifi en areas comunes.
 camaras de vigilancia.
 iluminacion rasante tipo skylight view.
 10000 m 2 de areas verdes

vive la experiencia de vivir rodeado de clubes deportivos y campos de golf plazas comerciales exclusivas escuelas y universidades y todos los servicios que haran tu vida cotidiana comoda relajada y placentera.

lotes desde 359 m2
 precio de contado 5369 por m2
 precio con financiamiento a 12 meses 5546 por m2
 precio con financiamiento a 18 meses 5723 por m2
 precio con financiamiento a 24 meses 5900 por m2

metodo de pago
contado
financiamiento a 12 18 y 24 meses
enganche 20

fecha de entrega octubre 2023
cuota de mantenimiento 4 por m2

precios y disponibilidad sujetos a cambios sin previo aviso
en conformidad a lo establecido en la nom2472021 el precio total reflejado se ve determinado en funcion de los montos variables de conceptos notariales y de credito dichos deberan ser consultados con los promotores en conformidad a la nom mencionada. easybroker id ebpd0001",359.0,,chablekal,
,lote  terreno en venta en dzitya,lamudi,dzitya,,,2024-03-20 06:58:20.871908,21.051641,-89.670358,17500000.0,,dzitya,"no pierda la oportunidad de adquirir este excepcional terreno en venta en francisco de montejo ubicado directamente sobre el periferico de merida. su ubicacion estrategica es perfecta para proyectos comerciales o residenciales con acceso cercano a comercios y hospitales y la ventaja de estar a poca distancia de las playas de yucatan. este terreno representa una inversion inteligente en una de las zonas de mayor desarrollo de la ciudad con un potencial ilimitado.

fecha de entrega inmediata

frente 37.34 m2
fondo 75.46 m2
terreno1521.63 m2

politicas de venta
apartado 100000

precio vigente al dia 11 de septiembre de 2023",,,dzitya,
,lote  terreno en venta en lazaro cardenas ote,lamudi,lazaro cardenas ote,,,2024-03-20 06:58:20.871908,20.96737,-89.592586,4200000.0,,lazaro cardenas,super terreno excelentemente ubicado antes de llegar a chicxulub por la zona de residencias y departamentos centrico a unos metros del mar puede usarse para departamentos comercio  bodega. easybroker id ebot0930,536.0,,lazaro cardenas ote,
,lote  terreno en venta en lazaro cardenas ote,lamudi,lazaro cardenas ote,,,2024-03-20 06:58:20.871908,20.96737,-89.592586,12250000.0,,lazaro cardenas,"terreno en venta  situado en una de las mejores playas de la costa yucateca chelem puerto rodeado de casas ubicado en equina frente al mar a unas cuadras del pueblo con todos los servicios tiene un frente e 14.65 mts y  fondo de 77.40 mts. sumando 1134 mts2


listo para escriturar 


precio y disponibilidad sujeta a cambios sin previo aviso  
el precio se actualiza de acuerdo a la nom 247 se 2021
no incluye gastos de escrituracion ni avaluo




somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",1.0,,lazaro cardenas ote,
,lote  terreno en venta en dzitya,lamudi,dzitya,,,2024-03-20 06:58:20.871908,21.048333,-89.678055,4349000.0,,dzitya,"dzitya se ha convertido en una localidad de alta plusvalia concretandonse en el mercado como una zona tranquila relajante cercana a escuelas supermercados plazas. contamos con los servicios principales y la seguridad que tanto buscas.

lugares cercanos como fraccionamiento las americas centro educativo blas pascal colegio montreal entre mas sitios.

estamos a escazos metros de la avenida principal que nos conecta a fraccionamiento las americas y bellavista dzitya.

carateristicas
frente 9.54 m x fondo 47.54 m
 453.37 m2 en total

financiamiento
precio 1269436
apartado 10000
enganche 20 
entrega inmediata

5 casas de lujo a un costado del terreno

disponibilidad y precios sujetos a cambios sin previo aviso. easybroker id ebnp5219",263.0,,dzitya,
,lote  terreno en venta en chablekal,lamudi,chablekal,,,2024-03-20 06:58:20.871908,21.096184,-89.575699,4500000.0,,chablekal,"puerta mayab se encuentra ubicado en el norte de la ciudad de merida entre los fraccionamientos club de golf la ceiba y el yucatan country club. muy cerca de la universidad mayab y colegio madison asi como del foro gnp a solo 7 mins del periferico y del norte de la ciudad y a 20 mins de las playas del puerto de progreso.

este desarrollo residencial ya cuenta con una casa club en funcionamiento con una palapa central que tiene capacidad para 150 personas sentadas banos y vestidores 1 cancha de padel 2 canchas de tenis jardines y amplias areas verdes.

aprovecha para ser parte de la comunidad puerta mayab. easybroker id eblx9778",5.0,,chablekal,
,lote  terreno en venta en temozon norte,lamudi,temozon norte,,,2024-03-20 06:58:20.871908,21.061081,-89.613104,6668614.0,,x canatun,"estos lotes residenciales forman parte de la primera comunidad planeada del sureste mexicano que ofrece experiencias al aire libre para cada momento de tu vida.
ubicada en el norte de merida una de las ciudades con mejor calidad de vida de mexico. la  privada de 55 lotes residenciales cuenta con una de las mejores ubicaciones dentro del proyecto.
los servicios y amenidades del desarrollo estan divididos en una zona comercial y una zona residencial privada donde se encuentran los lotes residenciales con las amenidades exclusivas para residentes.
ultimos lotes desde 689.12m2 hasta 849m2
listos para construccion y escrituracion
ubicacion estrategica en la zona de mayor crecimiento de la ciudad
plusvalia y crecimiento constante
zona residencial segura para ti y tu familia



formas de pago
20 del costo total del lote
80 dividido entre 1824 y 36 meses

entrega inmediata listos para construccion y escrituracion.

precio y disponibilidad sujeta a cambios sin previo aviso          
        
el precio se actualiza de acuerdo a la nom 247 se 2021
no incluye gastos de escrituracion ni avaluo
se aceptan creditos bancarios y recurso propi




somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",689.0,,temozon norte,
,lote  terreno en venta en komchen,lamudi,komchen,,,2024-03-20 06:58:20.871908,21.106882,-89.646202,11234366.0,,komchen,"terreno en venta en komchen de 2 hectareas cerca carretera a progreso y a la nueva carretera para las privadas residenciales como la rejoyada.

propiedad privada ideal para inversion a corto y mediano plazo en terreno residencial al norte de la ciudad 
 se ubica en la entrada de la carretera a progreso entre la privada residencial blue cedar y el club de polo.
a lado desarrollo akbal
cuenta con calle blanca para transitar en las dos calles del terreno.
energia electrica proximamente
figura regular
medidas 100 x 21621604.55m2. esquina
documentacion en regla y al dia.

en venta por m2 de 520 pesos. 
ideal para privada residencial o para lotificar y vender por lotes mas pequenos.

precio y disponibilidad sujeto a cambios . favor de consultar con su asesor

        
        

somos especialistas en el negocio inmobiliario.
tenemos experiencia en la compra venta alquiler y transacciones de casas departamentos terrenos y mas.
contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente.
nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble",21.0,,komchen,
,lote  terreno en venta en komchen,lamudi,komchen,,,2024-03-20 06:58:20.871908,21.10582,-89.66073,4022603.0,,komchen,"hazte de tu terreno en uno de los fraccionamientos mas exclusivos al norte de merida por solo 3700 el m2.

