desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia
,casas en venta en residencial  amara,easybroker,,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,7700000.0,257.5,"Casa en Santa Gertrudis Copo, Mérida",3.0,3.0,santa gertrudis copo
,casa  en venta nueva ubicada en dzityayuc.,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4550000.0,215.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,hermosa casa amueblada en venta en merida centro,easybroker,merida centro,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,13900000.0,354.0,"Casa en Mérida Centro, Mérida",4.0,4.0,centro
,casa en tamara residencial,easybroker,,,,2024-02-21 13:04:12.121546,,,13500000.0,450.0,"Casa en Dzibilchaltún, Mérida",5.0,5.0,
,casa en venta de 4 habitaciones en residencial varena,easybroker,,,,2024-02-21 13:04:12.121546,,,6025000.0,303.2,"Casa en Tixcuytún, Mérida",4.0,4.0,
,casa en venta de 4 recamaras y  con alberca en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,,,6100000.0,312.1,"Casa en Cholul, Mérida",6.0,4.0,
,townhouse en venta de 2 habitaciones en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,,,2900000.0,148.23,"Casa en Gran San Pedro Cholul, Mérida",3.0,2.0,
,casa de 4 habitaciones y alberca en residencial varena.,easybroker,,,,2024-02-21 13:04:12.121546,,,5849000.0,279.0,"Casa en Tixcuytún, Mérida",4.0,4.0,
,casas en venta dzitya merida 2 plantas,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,6300000.0,446.0,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,promocion mes de febrero casa de 2 niveles en san juan bautista,easybroker,san juan bautista,,,2024-02-21 13:04:12.121546,21.022286524,-89.6656358436,2600000.0,165.0,"Casa en San Juan Bautista, Mérida",3.0,3.0,san juan bautista
,casa en venta de 2 habitaciones ubicada en yucatan country club.,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1200864,-89.5992616,14107529.0,284.0,"Casa en Yucatán Country Club, Mérida",2.0,2.0,
,casa en venta centro de merida barrio santiago entrega inmediata,easybroker,,,,2024-02-21 13:04:12.121546,20.970536423,-89.6299409635,6600000.0,172.53,"Casa en Mérida Centro, Mérida",2.0,2.0,santiago
,casa en venta en el centro para remodelar,easybroker,,,,2024-02-21 13:04:12.121546,,,4750000.0,73.38,"Casa en Mérida Centro, Mérida",,,
,casa en privada residencial en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,4250000.0,237.78,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa en venta en dzitya merida zona norte,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3350000.0,220.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,town house en venta en el norte de la ciudad,easybroker,,,,2024-02-21 13:04:12.121546,21.0232521,-89.61457,3490000.0,147.0,"Casa en Benito Juárez Nte, Mérida",2.0,2.0,benito juarez norte
,casa de 3 recamaras con acabados de lujo en dzitya merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,,,4190000.0,285.0,"Casa en Dzityá, Mérida",3.0,3.0,
,casa en venta con amenidades en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4175000.0,190.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,3700000.0,,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casas altavista en venta al norte de merida,easybroker,altavista,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4439000.0,253.5,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,casa en venta montealban merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0194954,-89.6010283,5980000.0,250.0,"Casa en Monte Alban, Mérida",5.0,5.0,mexico norte
,casa en venta de 3 recamaras en real montejo merida norte,easybroker,real montejo,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,2950000.0,155.0,"Casa en Real Montejo, Mérida",3.0,3.0,dzitya
,venta de casa para remodelar en el centro merida,easybroker,,,,2024-02-21 13:04:12.121546,,,3100000.0,65.85,"Casa en Mérida Centro, Mérida",2.0,2.0,
,casa en chuburna de hidalgo con diseno unico y lista para habitar,easybroker,chuburna de hidalgo,,,2024-02-21 13:04:12.121546,21.0047146362,-89.6353910127,3950000.0,166.0,"Casa en Chuburna de Hidalgo, Mérida",2.0,3.0,chuburna de hidalgo
,casa recidencial de 4 habitaciones en cholul al norte de merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0407675716,-89.5226092498,3615000.0,225.0,"Casa en Cholul, Mérida",3.0,4.0,
,venta de casa en col. leandro valle en merida,easybroker,leandro valle,,,2024-02-21 13:04:12.121546,20.996315,-89.5674483,2995000.0,184.0,"Casa en Leandro Valle, Mérida",2.0,4.0,leandro valle
,casa modelo c en privada las acacias.,easybroker,,,,2024-02-21 13:04:12.121546,21.0007586,-89.5568382,2757000.0,125.0,"Casa en Chichi Suárez, Mérida",3.0,3.0,chichi suarez
,venta de casa amplia en col. chuminopolis,easybroker,chuminopolis,,,2024-02-21 13:04:12.121546,20.9725515,-89.6004394,2600000.0,263.75,"Casa en Chuminopolis, Mérida",4.0,4.0,chuminopolis
,venta de casa nueva en privada av. conkal,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,4600000.0,290.0,"Casa en Mérida, Mérida",3.0,3.0,lazaro cardenas
,casa en venta ubicada en cholul con amenidades de dos pisos,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3485000.0,164.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en venta ubicada en bellavista dzitya al norte de merida.,easybroker,bellavista,,,2024-02-21 13:04:12.121546,21.0598320418,-89.6707553029,4900000.0,277.0,"Casa en Bellavista, Mérida",4.0,3.0,dzitya
,casa modelo b en privada las acacias.,easybroker,,,,2024-02-21 13:04:12.121546,21.0007586,-89.5568382,3132000.0,150.0,"Casa en Chichi Suárez, Mérida",3.0,3.0,chichi suarez
,venta de casa en el centro historico de merida de 79.67 m2,easybroker,,,,2024-02-21 13:04:12.121546,,,5000000.0,79.67,"Casa en Mérida Centro, Mérida",2.0,2.0,
,casa de una planta en venta ubicada en dzitya. merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5300000.0,319.71,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa equipada en las americas etapa 2 frente a parque y cerca de ruta mayabus,easybroker,las americas,,,2024-02-21 13:04:12.121546,21.0799734,-89.6569312,1850000.0,160.0,"Casa en Las Américas II, Mérida",,2.0,las americas ii
,casa  en venta ubicada en dzitya merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,6300000.0,446.06,"Casa en Dzityá, Mérida",5.0,4.0,dzitya
,casa de una planta en venta ubicada en dzitya merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5300000.0,328.67,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa en el centro para remodelar,easybroker,,,,2024-02-21 13:04:12.121546,,,2500000.0,319.22,"Casa en Mérida Centro, Mérida",2.0,2.0,
,casa modelo a en privada las acacias.,easybroker,,,,2024-02-21 13:04:12.121546,21.0007586,-89.5568382,3132000.0,150.0,"Casa en Chichi Suárez, Mérida",2.0,3.0,chichi suarez
,casa de un piso en venta ubicada en dzitya merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5200000.0,316.14,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa al poniente de merida en san marcos sustentable,easybroker,san marcos,,,2024-02-21 13:04:12.121546,,,940000.0,91.69,"Casa en El Roble, Mérida",,2.0,
,casa modelo yucatan en privada las acacias,easybroker,yucatan,,,2024-02-21 13:04:12.121546,21.0007586,-89.5568382,2607000.0,115.0,"Casa en Chichi Suárez, Mérida",2.0,2.0,chichi suarez
,casa en merida cholul en venta,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,6200000.0,242.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en venta ubicada en cholul con amenidades de dos pisos,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3565000.0,177.0,"Casa en Cholul, Mérida",,3.0,cholul
,casa en el centro,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,3700000.0,148.26,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en  venta privad tamara  zona country,easybroker,,,,2024-02-21 13:04:12.121546,,,9935977.0,360.6,"Casa en Komchen, Mérida",5.0,4.0,
,venta de propiedad frente al nuevo parque de la plancha,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,25000000.0,115.0,"Casa en Mérida Centro, Mérida",,,centro
,casa en venta en merida en temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,11500000.0,340.0,"Casa en Temozon Norte, Mérida",4.0,3.0,x canatun
,casa para restaurar en el centro de merida barrio san cristobal,easybroker,,,,2024-02-21 13:04:12.121546,,,4300000.0,202.48,"Casa en Mérida Centro, Mérida",2.0,,
,casa para remodelar en venta en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,,,4200000.0,276.59,"Casa en Mérida Centro, Mérida",5.0,7.0,
,casa canario,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,4981607.600000001,175.7,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,diamante opichen,easybroker,,,,2024-02-21 13:04:12.121546,20.9404355,-89.6841407,610000.0,85.0,"Casa en Diamante Paseos de Opichen, Mérida",,2.0,opichen
,venta de casa en  garcia gineres casa de una planta de 400 m2,easybroker,garcia gineres,,,2024-02-21 13:04:12.121546,,,3500000.0,170.0,"Casa en Garcia Gineres, Mérida",,2.0,
,casa en preventa en merida privada residencial de 1 planta,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3545000.0,218.0,"Casa en Cholul, Mérida",2.0,2.0,cholul
,casa de una planta cholul merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4440000.0,205.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa para remodelar en garcia gineres,easybroker,garcia gineres,,,2024-02-21 13:04:12.121546,,,2650000.0,224.15,"Casa en Garcia Gineres, Mérida",3.0,4.0,
,casa en venta en la colonia centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,2760000.0,121.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,completely remodeled house in a privileged location,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,9000000.0,115.0,"Casa en Mérida Centro, Mérida",,2.0,centro
,casas en venta en merida privada inara cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3575000.0,183.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en renta en country club harmonia,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,9800000.0,,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,venta casa con recamara en pb en real montejo al norte de merida,easybroker,real montejo,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,3275000.0,,"Casa en Real Montejo, Mérida",3.0,3.0,dzitya
,casa residencial azahar 102 en paseo country.,easybroker,,,,2024-02-21 13:04:12.121546,,,8500000.0,340.0,"Casa en Chablekal, Mérida",5.0,3.0,
,fundo legal dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,700000.0,175.0,"Casa en Dzityá, Mérida",,,dzitya
,venta de casa americas primera etapa,easybroker,,,,2024-02-21 13:04:12.121546,21.0678183,-89.6468438,2350000.0,140.0,"Casa en Las Américas, Mérida",2.0,2.0,las americas
,casa mia en venta en montes de ame,easybroker,montes de ame,,,2024-02-21 13:04:12.121546,,,10500000.0,300.0,"Casa en Montes de Ame, Mérida",3.0,3.0,
,casas en venta en merida privada residencial.,easybroker,,,,2024-02-21 13:04:12.121546,21.0540965,-89.6656038,3800000.0,175.0,"Casa en Bellavista, Mérida",3.0,3.0,dzitya
,beautuful gem for sale in barrio la ermita,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,7500000.0,248.92,"Casa en Mérida Centro, Mérida",,2.0,centro
,venta de casa en altabrisa,easybroker,altabrisa,,,2024-02-21 13:04:12.121546,21.0181029,-89.5842429,25980000.0,898.34,"Casa en Altabrisa, Mérida",6.0,4.0,san carlos
,casa en venta merida centro casa girasol avc2186,easybroker,merida centro,,,2024-02-21 13:04:12.121546,20.9575325973,-89.6023252317,2125000.0,133.06,"Casa en Miraflores, Mérida",2.0,3.0,miraflores
,casa en venta,easybroker,,,,2024-02-21 13:04:12.121546,,,4750000.0,368.0,"Casa en Miguel Alemán, Mérida",4.0,5.0,
,casa de dos plantas y de estilo colonial en venta en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,,,3500000.0,221.19,"Casa en Mérida Centro, Mérida",2.0,4.0,
,casa de una planta en venta,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4975000.0,165.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa ibiza  en venta al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4599000.0,241.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa  en fracc. ibiza modelo frances en temozon norte en merida.,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,,,4299000.0,234.0,"Casa en Temozon Norte, Mérida",3.0,3.0,
,casa en venta en monte de ame en merida zona norte,easybroker,,,,2024-02-21 13:04:12.121546,21.0289311526,-89.6158217738,10500000.0,275.0,"Casa en Montes de Ame, Mérida",3.0,3.0,benito juarez norte
,venta de casa con 3 recamaras y piscina en oviedo residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4175000.0,190.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,estrene residencia en temozon,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,6049000.0,316.0,"Casa en Temozon Norte, Mérida",4.0,3.0,x canatun
,casa en preventa en el centro ideal para negocio,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,5000000.0,120.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casona,easybroker,,,,2024-02-21 13:04:12.121546,21.0167597,-89.6248313,11000000.0,382.0,"Casa en Mérida Centro, Mérida",2.0,,felipe carrillo puerto
,casa de una planta en esquina en residencial los pinos,easybroker,los pinos,,,2024-02-21 13:04:12.121546,21.0045744133,-89.5834422166,4500000.0,504.0,"Casa en Los Pinos, Mérida",2.0,3.0,jardines de merida
,casa en venta en sitpach,easybroker,sitpach,,,2024-02-21 13:04:12.121546,21.0277294,-89.5208718,29800000.0,200.0,"Casa en Sitpach, Mérida",6.0,6.0,sitpach
,casa en venta ubicada en residencial del norte,easybroker,residencial del norte,,,2024-02-21 13:04:12.121546,21.0050717,-89.6545464,1390000.0,130.0,"Casa en Residencial Del Norte, Mérida",,2.0,residencial del norte ( chenku )
,casa en venta en montealban,easybroker,,,,2024-02-21 13:04:12.121546,,,5980000.0,385.0,"Casa en Monte Alban, Mérida",5.0,5.0,
,casa en venta en bosques de altabrisa,easybroker,altabrisa,,,2024-02-21 13:04:12.121546,21.0181029,-89.5842429,25980000.0,898.34,"Casa en Altabrisa, Mérida",6.0,4.0,san carlos
,casa en bellavista,easybroker,bellavista,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3650000.0,280.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta en benito juarez norte merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0232521,-89.61457,17000000.0,526.97,"Casa en Benito Juárez Nte, Mérida",4.0,3.0,benito juarez norte
,casa en venta san antonio hool merida,easybroker,san antonio hool,,,2024-02-21 13:04:12.121546,,,5200000.0,289.0,"Casa en San Antonio Hool, Mérida",3.0,3.0,
,casas residenciales en venta san antonio hoolmerida,easybroker,san antonio hool,,,2024-02-21 13:04:12.121546,21.0655566,-89.6708994,5450000.0,330.0,"Casa en San Antonio Hool, Mérida",3.0,3.0,san antonio ool
,venta de casa de una planta en oviedo residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4100000.0,175.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en sodzil norte,easybroker,sodzil norte,,,2024-02-21 13:04:12.121546,21.0441317,-89.6216334,6880000.0,369.28,"Casa en Sodzil Norte, Mérida",4.0,3.0,sodzil norte
,residencia de 1 nivel  al norte,easybroker,,,,2024-02-21 13:04:12.121546,,,4875000.0,165.0,"Casa en Cholul, Mérida",3.0,3.0,
,casa en venta en merida santa gertrudis copo.,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,6050000.0,272.09,"Casa en Santa Gertrudis Copo, Mérida",3.0,4.0,santa gertrudis copo
,venta casa residencial en san juan grande,easybroker,san juan grande,,,2024-02-21 13:04:12.121546,20.989657,-89.5868928,20000000.0,383.0,"Casa en San Juan Grande, Mérida",6.0,4.0,san juan grande
,casa en cholul de una planta merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4850000.0,165.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en preventa en temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,,,4190650.0,162.0,"Casa en Temozon Norte, Mérida",3.0,3.0,
,hermosa casa a estrenar en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,,,3370000.0,198.0,"Casa en Dzityá, Mérida",2.0,3.0,
,casa a estrenar en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,,,3285000.0,198.0,"Casa en Dzityá, Mérida",2.0,3.0,
,casa en privada residencial santa gertrudis copo entrega julio 2024,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,19200000.0,546.0,"Casa en Santa Gertrudis Copo, Mérida",6.0,4.0,santa gertrudis copo
,casa de una planta en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4975000.0,165.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa san antonio cinta,easybroker,san antonio cinta,,,2024-02-21 13:04:12.121546,21.0075734,-89.6010283,3900000.0,450.0,"Casa en San Antonio Cinta, Mérida",4.0,4.0,san antonio cinta
,casa en venta en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,21000000.0,525.0,"Casa en Mérida Centro, Mérida",4.0,4.0,centro
,preventa casa de 4 recamaras y alberca  privada el arca merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0279497491,-89.5293905765,7000000.0,357.5,"Casa en Sitpach, Mérida",5.0,4.0,sitpach
,casa de una planta en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4390000.0,261.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,hermosa casa en venta,easybroker,,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,6325000.0,339.12,"Casa en Santa Gertrudis Copo, Mérida",2.0,4.0,santa gertrudis copo
,casas de 1 y 2 plantas en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,,,4105000.0,190.0,"Casa en Cholul, Mérida",,,
,casa en venta en shammah dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4190000.0,225.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa remodelada en la felipe carrillo,easybroker,,,,2024-02-21 13:04:12.121546,20.9971389,-89.5998505,5450000.0,251.5,"Casa en Felipe Carrillo Puerto Nte, Mérida",3.0,3.0,diaz ordaz
,casa en temozon fuera de privada,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4100000.0,230.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0458142866,-89.6696374411,4780000.0,315.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa en leandro valle,easybroker,leandro valle,,,2024-02-21 13:04:12.121546,20.996315,-89.5674483,2300000.0,136.92,"Casa en Leandro Valle, Mérida",2.0,2.0,leandro valle
,casa al norte de merida en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3990000.0,285.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4190000.0,261.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
